#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 120 196
# Band-Index    1
   0.31246    -42.955679    -42.955682
   0.30270    -42.955681    -42.955682
   0.29293    -42.955680    -42.955681
   0.28317    -42.955681    -42.955680
   0.27340    -42.955681    -42.955680
   0.26364    -42.955682    -42.955682
   0.25387    -42.955681    -42.955681
   0.24411    -42.955683    -42.955682
   0.23435    -42.955683    -42.955681
   0.22458    -42.955682    -42.955680
   0.21482    -42.955683    -42.955681
   0.20505    -42.955680    -42.955681
   0.19529    -42.955682    -42.955682
   0.18552    -42.955683    -42.955682
   0.18552    -42.955683    -42.955682
   0.17576    -42.955683    -42.955682
   0.16599    -42.955682    -42.955679
   0.15623    -42.955681    -42.955680
   0.14647    -42.955682    -42.955680
   0.13670    -42.955681    -42.955679
   0.12694    -42.955681    -42.955678
   0.11717    -42.955683    -42.955679
   0.10741    -42.955683    -42.955679
   0.09764    -42.955682    -42.955679
   0.08788    -42.955683    -42.955680
   0.07812    -42.955683    -42.955681
   0.06835    -42.955684    -42.955682
   0.05859    -42.955685    -42.955682
   0.04882    -42.955686    -42.955683
   0.03906    -42.955686    -42.955685
   0.02929    -42.955686    -42.955684
   0.01953    -42.955686    -42.955686
   0.00976    -42.955687    -42.955686
   0.00000    -42.955687    -42.955687
 
# Band-Index    5
   0.00000    -42.612337    -42.612337
   0.00976    -42.612335    -42.612337
   0.01953    -42.612335    -42.612336
   0.02929    -42.612334    -42.612336
   0.03906    -42.612334    -42.612335
   0.04882    -42.612333    -42.612336
   0.05859    -42.612332    -42.612334
   0.06835    -42.612332    -42.612333
   0.07812    -42.612330    -42.612332
   0.08788    -42.612330    -42.612332
   0.09764    -42.612329    -42.612332
   0.10741    -42.612329    -42.612333
   0.11717    -42.612329    -42.612332
   0.12694    -42.612328    -42.612331
   0.13670    -42.612329    -42.612331
   0.14647    -42.612330    -42.612331
   0.15623    -42.612330    -42.612331
   0.16599    -42.612329    -42.612332
   0.17576    -42.612332    -42.612332
   0.18552    -42.612332    -42.612332
   0.18552    -42.612332    -42.612332
   0.19529    -42.612332    -42.612331
   0.20505    -42.612331    -42.612330
   0.21482    -42.612331    -42.612332
   0.22458    -42.612330    -42.612331
   0.23435    -42.612331    -42.612333
   0.24411    -42.612332    -42.612332
