#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  60 312
# Band-Index    1
   0.78345    -22.735597    -22.735596
   0.79962    -22.735597    -22.735595
   0.81579    -22.735600    -22.735600
   0.83196    -22.735602    -22.735602
   0.84813    -22.735603    -22.735602
   0.84813    -22.735603    -22.735602
   0.86430    -22.735600    -22.735600
   0.88046    -22.735602    -22.735602
   0.89663    -22.735599    -22.735599
   0.91280    -22.735599    -22.735599
   0.92897    -22.735599    -22.735599
   0.94514    -22.735598    -22.735598
   0.96131    -22.735597    -22.735597
   0.97747    -22.735590    -22.735590
   0.99364    -22.735587    -22.735587
 
# Band-Index    8
   0.99364    -22.709842    -22.709842
   0.97747    -22.709846    -22.709846
   0.96131    -22.709853    -22.709853
   0.94514    -22.709854    -22.709854
   0.92897    -22.709856    -22.709856
   0.91280    -22.709856    -22.709856
   0.89663    -22.709856    -22.709856
   0.88046    -22.709860    -22.709860
   0.86430    -22.709857    -22.709857
   0.84813    -22.709860    -22.709860
   0.84813    -22.709860    -22.709860
   0.83196    -22.709860    -22.709860
   0.81579    -22.709858    -22.709858
   0.79962    -22.709854    -22.709854
   0.78345    -22.709855    -22.709854
   0.76729    -22.709852    -22.709852
   0.75112    -22.709847    -22.709847
   0.73495    -22.709847    -22.709847
   0.71878    -22.709846    -22.709847
   0.70261    -22.709846    -22.709846
   0.70261    -22.709846    -22.709846
   0.67975    -22.709848    -22.709848
   0.65688    -22.709848    -22.709848
   0.63401    -22.709855    -22.709854
   0.61115    -22.709854    -22.709854
   0.58828    -22.709852    -22.709852
   0.56542    -22.709847    -22.709847
   0.54255    -22.709852    -22.709852
   0.51969    -22.709849    -22.709849
   0.49682    -22.709842    -22.709842
   0.49682    -22.709842    -22.709842
   0.47396    -22.709849    -22.709849
   0.45109    -22.709852    -22.709852
   0.42822    -22.709847    -22.709847
   0.40536    -22.709852    -22.709852
   0.38249    -22.709854    -22.709854
   0.35963    -22.709854    -22.709855
   0.33676    -22.709848    -22.709848
   0.31390    -22.709848    -22.709848
   0.29103    -22.709846    -22.709846
   0.29103    -22.709846    -22.709846
   0.27486    -22.709847    -22.709846
   0.25869    -22.709847    -22.709847
   0.24253    -22.709847    -22.709847
   0.22636    -22.709852    -22.709852
   0.21019    -22.709854    -22.709855
   0.19402    -22.709854    -22.709854
   0.17785    -22.709858    -22.709858
   0.16168    -22.709860    -22.709860
   0.14552    -22.709860    -22.709860
   0.14552    -22.709860    -22.709860
   0.12935    -22.709857    -22.709857
   0.11318    -22.709860    -22.709860
   0.09701    -22.709856    -22.709856
   0.08084    -22.709856    -22.709856
   0.06467    -22.709856    -22.709856
   0.04851    -22.709854    -22.709854
   0.03234    -22.709853    -22.709853
   0.01617    -22.709846    -22.709846
   0.00000    -22.709842    -22.709842
 
# Band-Index    9
   0.00000    -22.670697    -22.670697
   0.01617    -22.670702    -22.670703
   0.03234    -22.670703    -22.670710
   0.04851    -22.670703    -22.670712
   0.06467    -22.670704    -22.670716
   0.08084    -22.670708    -22.670715
   0.09701    -22.670708    -22.670711
   0.11318    -22.670703    -22.670707
   0.12935    -22.670703    -22.670709
   0.14552    -22.670702    -22.670708
   0.14552    -22.670702    -22.670708
   0.16168    -22.670704    -22.670708
   0.17785    -22.670701    -22.670708
   0.19402    -22.670703    -22.670710
   0.21019    -22.670703    -22.670709
   0.22636    -22.670703    -22.670706
   0.24253    -22.670700    -22.670697
   0.25869    -22.670699    -22.670698
   0.27486    -22.670696    -22.670696
   0.29103    -22.670697    -22.670697
   0.29103    -22.670697    -22.670697
   0.31390    -22.670698    -22.670699
   0.33676    -22.670700    -22.670701
   0.35963    -22.670708    -22.670709
   0.38249    -22.670708    -22.670709
   0.40536    -22.670708    -22.670713
   0.42822    -22.670706    -22.670706
   0.45109    -22.670707    -22.670707
   0.47396    -22.670703    -22.670703
   0.49682    -22.670697    -22.670697
   0.49682    -22.670697    -22.670697
   0.51969    -22.670703    -22.670703
   0.54255    -22.670707    -22.670707
   0.56542    -22.670706    -22.670706
   0.58828    -22.670713    -22.670708
   0.61115    -22.670709    -22.670708
   0.63401    -22.670709    -22.670708
   0.65688    -22.670701    -22.670700
   0.67975    -22.670699    -22.670698
   0.70261    -22.670697    -22.670697
   0.70261    -22.670697    -22.670697
   0.71878    -22.670696    -22.670696
   0.73495    -22.670698    -22.670699
   0.75112    -22.670697    -22.670700
   0.76729    -22.670706    -22.670703
   0.78345    -22.670709    -22.670703
   0.79962    -22.670710    -22.670703
   0.81579    -22.670708    -22.670701
   0.83196    -22.670708    -22.670704
   0.84813    -22.670708    -22.670702
   0.84813    -22.670708    -22.670702
   0.86430    -22.670709    -22.670703
   0.88046    -22.670707    -22.670703
   0.89663    -22.670711    -22.670708
   0.91280    -22.670715    -22.670708
   0.92897    -22.670716    -22.670704
   0.94514    -22.670712    -22.670703
   0.96131    -22.670710    -22.670703
   0.97747    -22.670703    -22.670702
   0.99364    -22.670697    -22.670697
 
# Band-Index   10
   0.99364    -22.653773    -22.653773
   0.97747    -22.653778    -22.653780
   0.96131    -22.653780    -22.653787
   0.94514    -22.653779    -22.653789
   0.92897    -22.653780    -22.653792
   0.91280    -22.653784    -22.653792
   0.89663    -22.653784    -22.653787
   0.88046    -22.653779    -22.653783
   0.86430    -22.653779    -22.653785
   0.84813    -22.653778    -22.653784
   0.84813    -22.653778    -22.653784
   0.83196    -22.653780    -22.653785
   0.81579    -22.653777    -22.653784
   0.79962    -22.653779    -22.653786
   0.78345    -22.653779    -22.653786
