#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  60 312
# Band-Index    1
   0.00000    -44.377433    -44.377433
   0.01410    -44.377433    -44.377432
   0.02820    -44.377434    -44.377432
   0.04230    -44.377434    -44.377432
   0.05640    -44.377435    -44.377434
   0.07050    -44.377435    -44.377433
   0.08460    -44.377435    -44.377433
   0.09870    -44.377435    -44.377434
   0.11280    -44.377436    -44.377434
   0.12690    -44.377436    -44.377435
   0.12690    -44.377436    -44.377435
   0.14100    -44.377436    -44.377434
   0.15510    -44.377436    -44.377433
   0.16920    -44.377436    -44.377434
   0.18330    -44.377435    -44.377435
   0.19740    -44.377435    -44.377435
   0.21150    -44.377435    -44.377435
   0.22560    -44.377435    -44.377435
   0.23970    -44.377435    -44.377435
   0.25380    -44.377435    -44.377435
   0.25380    -44.377435    -44.377435
   0.27374    -44.377435    -44.377435
   0.29368    -44.377436    -44.377435
   0.31362    -44.377435    -44.377435
   0.33356    -44.377435    -44.377435
   0.35350    -44.377435    -44.377434
   0.37344    -44.377434    -44.377434
   0.39338    -44.377434    -44.377434
   0.41332    -44.377433    -44.377433
   0.43326    -44.377433    -44.377433
   0.43326    -44.377433    -44.377433
   0.45320    -44.377433    -44.377433
   0.47314    -44.377434    -44.377434
   0.49308    -44.377434    -44.377434
   0.51302    -44.377434    -44.377435
   0.53296    -44.377435    -44.377435
   0.55290    -44.377435    -44.377435
   0.57284    -44.377435    -44.377436
   0.59278    -44.377435    -44.377435
   0.61272    -44.377435    -44.377435
   0.61272    -44.377435    -44.377435
   0.62682    -44.377435    -44.377435
   0.64092    -44.377435    -44.377435
   0.65502    -44.377435    -44.377435
   0.66912    -44.377435    -44.377435
   0.68322    -44.377435    -44.377435
   0.69732    -44.377434    -44.377436
   0.71142    -44.377433    -44.377436
   0.72552    -44.377434    -44.377436
   0.73962    -44.377435    -44.377436
   0.73962    -44.377435    -44.377436
   0.75372    -44.377434    -44.377436
   0.76782    -44.377434    -44.377435
   0.78192    -44.377433    -44.377435
   0.79602    -44.377433    -44.377435
   0.81012    -44.377434    -44.377435
   0.82422    -44.377432    -44.377434
   0.83832    -44.377432    -44.377434
   0.85242    -44.377432    -44.377433
   0.86652    -44.377433    -44.377433
 
# Band-Index    2
   0.86652    -44.375947    -44.375947
   0.85242    -44.375946    -44.375946
   0.83832    -44.375947    -44.375945
   0.82422    -44.375947    -44.375946
   0.81012    -44.375949    -44.375947
   0.79602    -44.375948    -44.375947
   0.78192    -44.375948    -44.375947
   0.76782    -44.375949    -44.375948
   0.75372    -44.375949    -44.375948
   0.73962    -44.375949    -44.375948
   0.73962    -44.375949    -44.375948
   0.72552    -44.375949    -44.375948
   0.71142    -44.375949    -44.375947
   0.69732    -44.375949    -44.375947
   0.68322    -44.375949    -44.375949
   0.66912    -44.375948    -44.375948
   0.65502    -44.375948    -44.375948
   0.64092    -44.375948    -44.375948
   0.62682    -44.375948    -44.375949
   0.61272    -44.375949    -44.375949
   0.61272    -44.375949    -44.375949
   0.59278    -44.375949    -44.375949
   0.57284    -44.375949    -44.375949
   0.55290    -44.375949    -44.375949
   0.53296    -44.375948    -44.375948
   0.51302    -44.375948    -44.375948
   0.49308    -44.375947    -44.375948
   0.47314    -44.375947    -44.375947
   0.45320    -44.375946    -44.375946
   0.43326    -44.375947    -44.375947
   0.43326    -44.375947    -44.375947
   0.41332    -44.375946    -44.375946
   0.39338    -44.375947    -44.375947
   0.37344    -44.375948    -44.375947
   0.35350    -44.375948    -44.375948
   0.33356    -44.375948    -44.375948
   0.31362    -44.375949    -44.375949
   0.29368    -44.375949    -44.375949
   0.27374    -44.375949    -44.375949
   0.25380    -44.375949    -44.375949
   0.25380    -44.375949    -44.375949
   0.23970    -44.375949    -44.375948
   0.22560    -44.375948    -44.375948
   0.21150    -44.375948    -44.375948
   0.19740    -44.375948    -44.375948
   0.18330    -44.375949    -44.375949
   0.16920    -44.375947    -44.375949
   0.15510    -44.375947    -44.375949
   0.14100    -44.375948    -44.375949
   0.12690    -44.375948    -44.375949
   0.12690    -44.375948    -44.375949
   0.11280    -44.375948    -44.375949
   0.09870    -44.375948    -44.375949
   0.08460    -44.375947    -44.375948
   0.07050    -44.375947    -44.375948
   0.05640    -44.375947    -44.375949
   0.04230    -44.375946    -44.375947
   0.02820    -44.375945    -44.375947
   0.01410    -44.375946    -44.375946
   0.00000    -44.375947    -44.375947
 
# Band-Index    3
   0.00000    -44.036964    -44.036964
   0.01410    -44.036965    -44.036965
   0.02820    -44.036965    -44.036965
   0.04230    -44.036965    -44.036965
   0.05640    -44.036965    -44.036965
   0.07050    -44.036965    -44.036965
   0.08460    -44.036964    -44.036964
   0.09870    -44.036965    -44.036965
   0.11280    -44.036965    -44.036965
   0.12690    -44.036965    -44.036965
   0.12690    -44.036965    -44.036965
   0.14100    -44.036965    -44.036965
   0.15510    -44.036965    -44.036965
   0.16920    -44.036965    -44.036965
   0.18330    -44.036965    -44.036965
   0.19740    -44.036966    -44.036966
   0.21150    -44.036966    -44.036966
   0.22560    -44.036966    -44.036966
   0.23970    -44.036965    -44.036965
   0.25380    -44.036965    -44.036965
   0.25380    -44.036965    -44.036965
   0.27374    -44.036965    -44.036965
   0.29368    -44.036966    -44.036966
   0.31362    -44.036966    -44.036966
   0.33356    -44.036965    -44.036965
   0.35350    -44.036965    -44.036965
   0.37344    -44.036965    -44.036965
   0.39338    -44.036965    -44.036965
   0.41332    -44.036965    -44.036965
   0.43326    -44.036964    -44.036964
   0.43326    -44.036964    -44.036964
   0.45320    -44.036965    -44.036965
   0.47314    -44.036965    -44.036965
   0.49308    -44.036965    -44.036965
   0.51302    -44.036965    -44.036965
   0.53296    -44.036965    -44.036965
   0.55290    -44.036966    -44.036966
   0.57284    -44.036966    -44.036966
   0.59278    -44.036965    -44.036965
   0.61272    -44.036965    -44.036965
   0.61272    -44.036965    -44.036965
   0.62682    -44.036965    -44.036965
   0.64092    -44.036966    -44.036966
   0.65502    -44.036966    -44.036966
   0.66912    -44.036966    -44.036966
   0.68322    -44.036965    -44.036965
   0.69732    -44.036965    -44.036965
   0.71142    -44.036965    -44.036965
   0.72552    -44.036965    -44.036965
   0.73962    -44.036965    -44.036965
   0.73962    -44.036965    -44.036965
   0.75372    -44.036965    -44.036965
   0.76782    -44.036965    -44.036965
   0.78192    -44.036964    -44.036964
   0.79602    -44.036965    -44.036965
   0.81012    -44.036965    -44.036965
   0.82422    -44.036965    -44.036965
   0.83832    -44.036965    -44.036965
   0.85242    -44.036965    -44.036965
   0.86652    -44.036964    -44.036964
 
# Band-Index    4
   0.86652    -41.064539    -41.064539
   0.85242    -41.064539    -41.064538
   0.83832    -41.064540    -41.064538
   0.82422    -41.064541    -41.064538
   0.81012    -41.064543    -41.064540
   0.79602    -41.064542    -41.064540
   0.78192    -41.064541    -41.064540
